table_name,year_value,year_unit,year_start_month,month,variable,commodity_element,market_segment,geographic_extent,value,unit
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2002/03,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,71.20663,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2002/03,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,1.16111,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2002/03,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,5.97307,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2002/03,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,5.3549,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2002/03,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.31231,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2002/03,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,84.00802,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2002/03,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,11.89582,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2002/03,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,2.73233,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2002/03,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,4.09844,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2002/03,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,3.32698,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2002/03,Marketing year,January,NA,Per capita availability,Limes,Fresh,United States,1.76953,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2002/03,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,23.8231,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2003/04,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,73.18416,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2003/04,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,0.93036,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2003/04,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,5.97234,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2003/04,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,3.3636,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2003/04,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.69217,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2003/04,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,84.14263,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2003/04,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,10.80309,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2003/04,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,2.77769,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2003/04,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,4.1409,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2003/04,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,3.12345,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2003/04,Marketing year,January,NA,Per capita availability,Limes,Fresh,United States,1.8501,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2003/04,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,22.69523,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2004/05,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,69.16724,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2004/05,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,0.81052,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2004/05,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,3.61512,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2004/05,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,4.24849,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2004/05,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.6797,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2004/05,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,78.52107,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2004/05,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,11.42866,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2004/05,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,2.51357,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2004/05,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,2.6493,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2004/05,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,2.94589,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2004/05,Marketing year,January,NA,Per capita availability,Limes,Fresh,United States,2.0911,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2004/05,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,21.62852,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2005/06,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,62.80566,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2005/06,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,1.13308,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2005/06,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,3.16337,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2005/06,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,3.77379,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2005/06,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.81787,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2005/06,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,71.69377,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2005/06,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,10.24394,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2005/06,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,2.69171,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2005/06,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,2.30694,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2005/06,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,4.14723,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2005/06,Marketing year,January,NA,Per capita availability,Limes,Fresh,United States,2.25503,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2005/06,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,21.64485,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2006/07,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,58.00087,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2006/07,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,0.97446,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2006/07,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,4.31515,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2006/07,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,3.61589,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2006/07,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.57815,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2006/07,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,67.48452,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2006/07,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,7.46043,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2006/07,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,2.56746,pounds
